Iestādes nosaukums;Veids;Tips;Dibinātājs;Likvidēta;Akreditēta;Reģistrācijas numurs;Pakļautība;Atrašanās vieta
"Lejasciema pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Gulbenes novada pašvaldība";"Nē";"Jā";"4412903531";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Sarkandaugavas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3912903540";"Pašvaldība ";"RĪGA"
"Balvu sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Balvu novada pašvaldība";"Nē";"Jā";"4211903357";"Pašvaldība ";"-Nav norādīts-"
"Bērzpils pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Balvu novada pašvaldība";"Nē";"Jā";"4212903463";"Pašvaldība ";"-Nav norādīts-"
"Pamatskola BŪSIM";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas jaunā skola";"Nē";"Jā";"3712803471";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Piltenes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ventspils novada pašvaldība";"Nē";"Jā";"4112903458";"Pašvaldība ";"-Nav norādīts-"
"Sākumskola ""Prosum""";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Sabiedrība ar ierobežotu atbildību ""Prosum""";"Nē";"Jā";"3711803553";"Juridiska vai fiziska persona";"RĪGA"
"Tālmācības vidusskola ""IZI""";"Vispārējās izglītības iestāde";"Neklātienes vidusskola";"SIA ""Tālmācības vidusskola IZI""";"Nē";"Jā";"3415803554";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Tukuma Raiņa Valsts ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Tukuma novada pašvaldība";"Nē";"Jā";"4119903473";"Pašvaldība ";"-Nav norādīts-"
"Bēnes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Dobeles novada pašvaldība";"Nē";"Jā";"4512903494";"Pašvaldība ";"-Nav norādīts-"
"Privātā vidusskola ""Peripatētika""";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"SIA ""MIA GUNCHINJA""";"Nē";"Nē";"3813803625";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Alūksnes vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Alūksnes novada pašvaldība";"Nē";"Jā";"4413903626";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Valsts klasiskā ģimnāzija";"Vispārējās izglītības iestāde";"Valsts ģimnāzija";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3719903376";"Pašvaldība ";"-Nav norādīts-"
"STARPTAUTISKAIS ŽILA VERNA RĪGAS FRANČU LICEJS";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"""APECEF""";"Nē";"Nē";"3913803640";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Latvijas Starptautiskā Montessori Skola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"SIA ""Montessori Institute Latvia""";"Nē";"Nē";"3611803659";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Ciblas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ludzas novada pašvaldība";"Nē";"Nē";"4212903668";"Pašvaldība ";"LUDZAS NOVADS"
"Pūņu sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Talsu novada pašvaldība";"Nē";"Jā";"4111903673";"Pašvaldība ";"TALSU NOVADS"
"Suntažu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ogres novada pašvaldība";"Nē";"Nē";"4412903682";"Pašvaldība ";"-Nav norādīts-"
"Cēres sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Tukuma novada pašvaldība";"Nē";"Nē";"4111903684";"Pašvaldība ";"TUKUMA NOVADS"
"Rīgas 69. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3512903449";"Pašvaldība ";"-Nav norādīts-"
"Vircavas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4512903511";"Pašvaldība ";"-Nav norādīts-"
"Rīgas 75.pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Nē";"3612903687";"Pašvaldība ";"RĪGA"
"Lūcijas Rancānes Makašānu Amatu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rēzeknes novada pašvaldība";"Nē";"Jā";"4212903688";"Pašvaldība ";"RĒZEKNES NOVADS"
"Baldones sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Ķekavas novada pašvaldība";"Nē";"Jā";"4311903461";"Pašvaldība ";"-Nav norādīts-"
"Rēzeknes 5. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rēzeknes valstspilsētas pašvaldība";"Nē";"Jā";"3112903519";"Pašvaldība ";"RĒZEKNE"
"Talsu novada vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Talsu novada pašvaldība";"Nē";"Jā";"4113903381";"Pašvaldība ";"-Nav norādīts-"
"J.Pilsudska Daugavpils valsts poļu ģimnāzija";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Daugavpils valstspilsētas pašvaldība";"Nē";"Jā";"2713903490";"Pašvaldība ";"-Nav norādīts-"
"Lizuma pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Gulbenes novada pašvaldība";"Nē";"Jā";"4412903532";"Pašvaldība ";"GULBENES NOVADS"
"Andreja Eglīša Ļaudonas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Madonas novada pašvaldība";"Nē";"Jā";"4412903551";"Pašvaldība ";"MADONAS NOVADS"
"Jelgavas valstspilsētas pašvaldības izglītības iestāde ""Jelgavas Pārlielupes pamatskola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jelgavas valstspilsētas pašvaldība";"Nē";"Jā";"2812903442";"Pašvaldība ";"JELGAVA"
"Vārkavas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Preiļu novada pašvaldība";"Nē";"Jā";"4212903530";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Iļģuciema pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3512903539";"Pašvaldība ";"RĪGA"
"Rīgas 85. pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3712903544";"Pašvaldība ";"-Nav norādīts-"
"Rīgas Daugavgrīvas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rīgas valstspilsētas pašvaldība";"Nē";"Jā";"3512903545";"Pašvaldība ";"-Nav norādīts-"
"Nīgrandes pagasta Kalnu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Saldus novada pašvaldība";"Nē";"Jā";"4112903627";"Pašvaldība ";"-Nav norādīts-"
"Ezernieku pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Krāslavas novada pašvaldība";"Nē";"Jā";"4212903527";"Pašvaldība ";"KRĀSLAVAS NOVADS"
"Krāslavas ģimnāzija";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Krāslavas novada pašvaldība";"Nē";"Jā";"4213903488";"Pašvaldība ";"KRĀSLAVA"
"Kandavas Reģionālā pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Tukuma novada pašvaldība";"Nē";"Jā";"4112903493";"Pašvaldība ";"KANDAVAS NOVADS"
"Tiskādu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Rēzeknes novada pašvaldība";"Nē";"Jā";"4212903517";"Pašvaldība ";"RĒZEKNES NOVADS"
"Ogres Centra pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ogres novada pašvaldība";"Nē";"Jā";"1712903520";"Pašvaldība ";"-Nav norādīts-"
"Kuldīgas Kristīgā sākumskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"""KULDĪGAS MANTOJUMS""";"Nē";"Nē";"4111803691";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Privātā sākumskola Impulss";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Sabiedrība ar ierobežotu atbildību ""Lācītis MAO""";"Nē";"Jā";"3811803552";"Juridiska vai fiziska persona";"RĪGA"
"Privātā pamatskola ""PATS""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Sabiedrība ar ierobežotu atbildību ""Sajūtu Māja""";"Nē";"Nē";"2812803610";"Juridiska vai fiziska persona";"-Nav norādīts-"
"Balvu profesionālā un vispārizglītojošā vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Balvu novada pašvaldība";"Nē";"Jā";"4213903598";"Pašvaldība ";"-Nav norādīts-"
"Staļģenes pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jelgavas novada pašvaldība";"Nē";"Jā";"4512903631";"Pašvaldība ";"-Nav norādīts-"
"Ojāra Vācieša Gaujienas vispārizglītojošā un mākslu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Smiltenes novada pašvaldība";"Nē";"Jā";"4412903667";"Pašvaldība ";"-Nav norādīts-"
"Ogres Kalna pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ogres novada pašvaldība";"Nē";"Jā";"1712903671";"Pašvaldība ";"OGRE"
"Skrundas pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Kuldīgas novada pašvaldība";"Nē";"Jā";"4112903675";"Pašvaldība ";"-Nav norādīts-"
"Naukšēnu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Valmieras novada pašvaldība";"Nē";"Jā";"4412903686";"Pašvaldība ";"-Nav norādīts-"
"Informācijas tehnoloģiju tālmācības vidusskola";"Vispārējās izglītības iestāde";"Neklātienes vidusskola";"SIA Riga International Tuition Centre";"Nē";"Jā";"3715803617";"Juridiska vai fiziska persona";"RĪGA"
"Vaboles pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Augšdaugavas novada pašvaldības Centrālā pārvalde";"Nē";"Jā";"4212903639";"Pašvaldība ";"-Nav norādīts-"
"Viļakas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Balvu novada pašvaldība";"Nē";"Jā";"4213903642";"Pašvaldība ";"BALVU NOVADS"
"Cēsu Bērzaines pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Jā";"4412903623";"Pašvaldība ";"CĒSIS"
"Privātā sākumskola ""Rezidence.Laumiņa""";"Vispārējās izglītības iestāde";"Vispārizglītojošā sākumskola";"Sabiedrība ar ierobežotu atbildību ""2AK SKOLA""";"Nē";"Nē";"3711803653";"Juridiska vai fiziska persona";"RĪGA"
"Carnikavas vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Ādažu novada pašvaldība";"Nē";"Nē";"4313903676";"Pašvaldība ";"ĀDAŽU NOVADS"
"Priekuļu pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Cēsu novada pašvaldība";"Nē";"Nē";"4412903680";"Pašvaldība ";"CĒSU NOVADS"
"Kristīgā pamatskola ""Ceļš""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ceļabiedri";"Nē";"Jā";"3412803605";"Juridiska vai fiziska persona";"RĪGA"
"Jelgavas valstspilsētas pašvaldības izglītības iestāde ""Jelgavas Paula Bendrupa pamatskola""";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Jelgavas valstspilsētas pašvaldība";"Nē";"Jā";"2812903622";"Pašvaldība ";"-Nav norādīts-"
"Jūrmalas valstspilsētas Pumpuru vidusskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā vidusskola";"Jūrmalas valstspilsētas administrācija";"Nē";"Nē";"2913903681";"Pašvaldība ";"-Nav norādīts-"
"Jaunogres pamatskola";"Vispārējās izglītības iestāde";"Vispārizglītojošā pamatskola";"Ogres novada pašvaldība";"Nē";"Jā";"1712903672";"Pašvaldība ";"-Nav norādīts-"
